time,MPFc_1,preMPFc_1,StgPc_1,Wee1c_1,Wee1Pc_1,Stgm_1,Xp_1,Stgc_1,Xm_1,MPFn_1,preMPFn_1,Wee1Pn_1,Wee1n_1,StgPn_1,Stgn_1,FZYa_1,IEa_1_1,N_1,nuclei_1,cytoplasm_1,ksc_1,kdc_1,kdnp_1,kdn_1,kaie_1,kiie_1,kafzy_1,kifzy_1,kweep_1,kwee_1,kstgp_1,kstg_1,ksstg_1,kdstg_1,kastgp_1,kastg_1,kistg_1,kawee_1,kiweep_1,kiwee_1,kt_1,Jaie_1,Jiie_1,Jafzy_1,Jifzy_1,Jastg_1,Jistg_1,Jawee_1,Jiwee_1,Jm_1,kdmp_1,kdm_1,koutw_1_1,kinw_1_1,kouts_1_1,kins_1_1,kez_1_1,factor_1_1,E_1_1,ksxp_1_1,ksxm_1_1,kout_1_1,CycBT_1,StringT_1,Wee1T_1,StgPT_1
2.5,0.9863831036885518,0.013590970243164021,0.7799799686376537,0.0197298085655644,0.7803206640199233,0.9952383772615033,1.5625000000001913e-06,0.02000910606449993,0.0012500000000000005,0.3557568649826754,0.014039662111136985,0.04657814032356957,0.032435396724676206,0.09284244328531753,0.06322231487508208,0.0018798617026048116,0.03461725320067076,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999929961503437,0.8,0.8,0.7799318690108791
2.75,0.9863123004294672,0.013659216402782535,0.779976492512794,0.019732147696050844,0.7803177793256678,0.9947622149338028,1.8906250000001906e-06,0.020011519412640986,0.0013750000000000004,0.3895381307347495,0.01645842475255505,0.05431257979600514,0.032494179818205404,0.10955984123769656,0.06168637869799107,0.0026874254539870795,0.04676172326635337,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999299385849556,0.8,0.8,0.7799295633472048
3.0,0.9862657998381585,0.013703166286085625,0.7799738559052299,0.019733678905580154,0.7803157039149562,0.994286046459759,2.25000000000019e-06,0.02001309854558796,0.0015000000000000005,0.42314471365647216,0.01877170612339531,0.062469683577869715,0.03211083443741533,0.1274230011102252,0.05892894159475358,0.003911404597789288,0.06288303460198295,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999929902446,0.8,0.8,0.7799281773453943
3.25,0.9862349496914726,0.013731472100250957,0.7799717619849904,0.01973468966445299,0.780314150314085,0.9938098703126477,2.6406250000001887e-06,0.020014140266860225,0.0016250000000000001,0.456545315796548,0.02089274925082254,0.07095093591807414,0.031383924946624286,0.14608632207797068,0.05529598224568373,0.005810821509130182,0.08380114408985714,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999298448067515,0.8,0.8,0.7799273900041969
3.5,0.9862141786961748,0.01374970512257764,0.7799700195264262,0.01973536512537616,0.7803129333669525,0.9933336849680257,3.0625000000001867e-06,0.02001483577578724,0.0017499999999999994,0.4896104071616882,0.022748461248211806,0.07965061476106744,0.030419221893197287,0.16514830854619192,0.051189372215815966,0.008838941364891616,0.11022031014272529,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999297514676738,0.8,0.8,0.7799269820066576
3.75,0.9861998999993259,0.013761452190109167,0.7799685052923699,0.0197358245939423,0.78031193376458,0.9928574889037323,3.5156250000001863e-06,0.020015308283347927,0.0018749999999999993,0.5220400698176678,0.024282552438703798,0.08846276528029921,0.02932272847438674,0.1842067004437175,0.047011745670931915,0.013796686358473179,0.1426558152237928,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999295974783398,0.8,0.8,0.7799268019660306
4.0,0.9861898036158006,0.013769023272115282,0.7799671398403523,0.01973614495290099,0.78031107462084,0.9923812805998892,4.000000000000186e-06,0.020015637205953743,0.001999999999999999,0.5532454136305442,0.025453770923755732,0.09728545848575933,0.028196421930095198,0.20291822810522467,0.043106744504638396,0.022032921616200723,0.18137187651480782,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999293387129525,0.8,0.8,0.7799267464165307
4.25,0.9861824024644766,0.01377390543390151,0.7799658720719213,0.019736375637763485,0.7803103064968523,0.9919050585389004,4.515625000000184e-06,0.020015873616129082,0.0021249999999999993,0.5821788073123276,0.026229793141073654,0.1060202783963471,0.027138766370808094,0.22103661022209478,0.039721020396823355,0.035555075464563296,0.22630582719459594,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999288995588571,0.8,0.8,0.7799267470235917
4.5,0.9861767390374693,0.013777056167576244,0.7799646690146813,0.01973654854429474,0.7803095974934907,0.9914288212054535,5.0625000000001815e-06,0.020016050460471002,0.0022499999999999994,0.6071642838920364,0.026581056739835515,0.11456776332109915,0.02624927149666673,0.23841115457418813,0.037005634091145566,0.05683185779136342,0.27695693677959116,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999281606132254,0.8,0.8,0.7799267602686705
4.75,0.9861721968102379,0.013779091981942425,0.7799635094544038,0.01973668418771398,0.7803089270921837,0.9909525670865191,5.6406250000001795e-06,0.020016188927538064,0.0023749999999999995,0.6258463955318078,0.02648071412485214,0.12282205336118228,0.02563384509577565,0.25495251598787133,0.035050297446225065,0.08829069707777204,0.33224544733774225,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999269550996408,0.8,0.8,0.7799267586848612
5.0,0.9861683787411205,0.013780409902964233,0.7799623797107873,0.0197367957914592,0.7803082820661491,0.9904762946713522,6.250000000000177e-06,0.020016302672090446,0.002499999999999999,0.6353720430466353,0.025913338675632377,0.1306666660576881,0.025409017396707742,0.2705885006197015,0.033927569161131765,0.1318302571212565,0.3903842717715675,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999250822056002,0.8,0.8,0.779926723539251
5.25,0.9861650292071871,0.01378126553791259,0.7799612709628202,0.01973689187254627,0.7803076538950353,0.9900000024514916,6.890625000000175e-06,0.020016400489725174,0.0026249999999999993,0.6328442544142255,0.024888942550728422,0.1379686766916064,0.025707760768828965,0.28522574934430983,0.03373117139662825,0.18850303557298492,0.44882823825061596,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999922339828255,0.8,0.8,0.7799266394763069
5.5,0.9861619835887385,0.013781823490867297,0.77996017751261,0.019736977918937974,0.780307037087552,0.9895236889207613,7.562500000000171e-06,0.020016488053047475,0.0027499999999999994,0.6159965444513813,0.02345580030042628,0.14456708936397328,0.0266911186424487,0.29871778158804113,0.034607945950611126,0.258403745933935,0.5043667365588825,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999185726772428,0.8,0.8,0.7799264905448954
5.75,0.9861591358869322,0.01378218974509023,0.7799590956649403,0.019737057471955165,0.7803064280990595,0.9890473525752703,8.265625000000167e-06,0.02001656903211256,0.0028749999999999995,0.5839354115185191,0.0217057346051917,0.15025321639452865,0.028567826110459403,0.310832472002295,0.036790377593805365,0.34056379311873886,0.5533970888015289,1.0,1.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999137246194568,0.8,0.8,0.7799262568012839
